Unnamed: 0,loan_percent_income,person_income,loan_intent,loan_grade,loan_int_rate,person_age,loan_amnt,default,predicted_default_prob,loan_status_text,past_default_text
30071,0.12,50000,PERSONAL,B,8.88,41,6000,0,0.01351858574014193,Оплачен,Нет дефолтов в БКИ
30072,0.14,44000,PERSONAL,A,11.011694892245036,40,6000,1,0.23940608969065563,Дефолт,Нет дефолтов в БКИ
30073,0.14,44000,VENTURE,E,17.04,37,6000,1,0.8058114118792922,Дефолт,Были дефолты в БКИ
30074,0.12,50000,MEDICAL,B,10.71,41,6000,0,0.023489581087098303,Оплачен,Нет дефолтов в БКИ
30075,0.12,50004,HOMEIMPROVEMENT,C,13.79,38,6000,0,0.05268852205597692,Оплачен,Были дефолты в БКИ
30076,0.1,50000,HOMEIMPROVEMENT,B,10.0,43,5000,0,0.04355510784585475,Оплачен,Нет дефолтов в БКИ
30077,0.12,52000,PERSONAL,B,10.99,47,6000,0,0.05842652062296998,Оплачен,Нет дефолтов в БКИ
30078,0.12,52000,EDUCATION,B,9.99,36,6000,0,0.04458348343749361,Оплачен,Нет дефолтов в БКИ
30079,0.1,50000,DEBTCONSOLIDATION,B,9.63,43,5000,0,0.024320144299554904,Оплачен,Нет дефолтов в БКИ
30080,0.2,50000,PERSONAL,B,11.011694892245036,38,10000,0,0.02144153997888564,Оплачен,Нет дефолтов в БКИ
30081,0.11,54981,MEDICAL,A,11.011694892245036,45,6000,0,0.07541181157180776,Оплачен,Нет дефолтов в БКИ
30082,0.11,55000,EDUCATION,C,12.99,39,6000,0,0.04251899133310026,Оплачен,Нет дефолтов в БКИ
30083,0.08,50000,EDUCATION,C,11.011694892245036,47,4000,0,0.034151355081401956,Оплачен,Были дефолты в БКИ
30084,0.12,49000,EDUCATION,D,14.09,48,6000,1,0.5972584564596746,Дефолт,Были дефолты в БКИ
30085,0.1,50000,MEDICAL,C,13.35,43,5000,0,0.040275899248506004,Оплачен,Были дефолты в БКИ
30086,0.23,50000,MEDICAL,A,11.011694892245036,43,11500,0,0.02144153997888564,Оплачен,Нет дефолтов в БКИ
30087,0.11,55182,VENTURE,A,6.99,40,6000,0,0.0012841091492776886,Оплачен,Нет дефолтов в БКИ
30088,0.11,44000,VENTURE,C,12.23,44,5000,1,0.43215751556430926,Дефолт,Были дефолты в БКИ
30089,0.4,50000,EDUCATION,A,6.17,37,20000,0,0.3277251715433788,Оплачен,Нет дефолтов в БКИ
30090,0.11,57000,EDUCATION,B,10.75,43,6000,0,0.058008384785863065,Оплачен,Нет дефолтов в БКИ
30091,0.1,57996,VENTURE,A,8.59,42,6000,0,0.0012841091492776886,Оплачен,Нет дефолтов в БКИ
30092,0.1,59000,EDUCATION,A,5.99,48,6000,0,0.03733847817619999,Оплачен,Нет дефолтов в БКИ
30093,0.1,60000,DEBTCONSOLIDATION,C,15.27,39,6000,0,0.11918732758015826,Оплачен,Нет дефолтов в БКИ
30094,0.1,60000,HOMEIMPROVEMENT,C,13.57,38,6000,0,0.06750045728135799,Оплачен,Были дефолты в БКИ
30095,0.14,50000,EDUCATION,B,11.011694892245036,42,7000,0,0.025166011556378015,Оплачен,Нет дефолтов в БКИ
30096,0.2,50000,VENTURE,B,11.86,38,10000,0,0.0,Оплачен,Нет дефолтов в БКИ
30097,0.32,50000,MEDICAL,B,11.011694892245036,37,16000,0,0.6219671091110301,Оплачен,Нет дефолтов в БКИ
30098,0.1,50000,DEBTCONSOLIDATION,A,6.76,41,5000,0,0.014797029373979,Оплачен,Нет дефолтов в БКИ
30099,0.23,31000,VENTURE,A,8.9,36,7100,0,0.0063438452208280805,Оплачен,Нет дефолтов в БКИ
30100,0.32,50000,MEDICAL,C,13.48,36,16000,0,0.7141705627177451,Оплачен,Нет дефолтов в БКИ
30101,0.24,50000,PERSONAL,C,12.73,36,12250,0,0.023516073578674433,Оплачен,Нет дефолтов в БКИ
30102,0.29,24000,MEDICAL,A,6.92,37,7000,0,0.0324250703148095,Оплачен,Нет дефолтов в БКИ
30103,0.12,50000,HOMEIMPROVEMENT,D,14.96,40,6000,0,0.21938462108108392,Оплачен,Были дефолты в БКИ
30104,0.09,65000,EDUCATION,B,12.69,46,6000,0,0.023929512487476705,Оплачен,Нет дефолтов в БКИ
30105,0.24,50000,EDUCATION,B,11.011694892245036,40,12000,0,0.021476468149615617,Оплачен,Нет дефолтов в БКИ
30106,0.32,50000,PERSONAL,C,14.26,49,15850,0,0.5323597954977898,Оплачен,Нет дефолтов в БКИ
30107,0.06,50000,PERSONAL,D,15.05,38,3000,0,0.09240618505251566,Оплачен,Нет дефолтов в БКИ
30108,0.09,66000,VENTURE,B,11.89,48,6000,0,0.0020221165293514893,Оплачен,Нет дефолтов в БКИ
30109,0.09,66500,VENTURE,B,10.25,42,6000,0,0.0012841091492776886,Оплачен,Нет дефолтов в БКИ
30110,0.17,50000,VENTURE,C,11.011694892245036,44,8500,0,0.027621733993728536,Оплачен,Нет дефолтов в БКИ
30111,0.06,50000,DEBTCONSOLIDATION,A,11.011694892245036,38,3000,0,0.027205616985436824,Оплачен,Нет дефолтов в БКИ
30112,0.3,50000,HOMEIMPROVEMENT,B,12.21,36,15200,0,0.0668613955235265,Оплачен,Нет дефолтов в БКИ
30113,0.16,50000,EDUCATION,A,7.68,39,8000,0,0.01070586062498759,Оплачен,Нет дефолтов в БКИ
30114,0.09,70000,HOMEIMPROVEMENT,A,8.49,47,6000,0,0.03489983830861611,Оплачен,Нет дефолтов в БКИ
30115,0.09,70000,DEBTCONSOLIDATION,A,5.79,44,6000,0,0.009712266273459658,Оплачен,Нет дефолтов в БКИ
30116,0.09,70000,VENTURE,A,7.29,36,6000,0,0.0,Оплачен,Нет дефолтов в БКИ
30117,0.09,70000,HOMEIMPROVEMENT,A,8.94,39,6000,0,0.03489983830861611,Оплачен,Нет дефолтов в БКИ
30118,0.08,71599,EDUCATION,A,9.63,40,6000,0,0.04273990995495901,Оплачен,Нет дефолтов в БКИ
30119,0.2,50000,DEBTCONSOLIDATION,A,9.07,49,10000,0,0.018988495641024554,Оплачен,Нет дефолтов в БКИ
30120,0.08,72000,MEDICAL,B,12.42,43,6000,0,0.04281100631960681,Оплачен,Нет дефолтов в БКИ
30121,0.09,56100,MEDICAL,D,16.49,50,6000,1,0.9674643874643876,Дефолт,Были дефолты в БКИ
30122,0.08,72600,PERSONAL,A,11.011694892245036,43,6000,0,0.052283029931630295,Оплачен,Нет дефолтов в БКИ
30123,0.21,44000,DEBTCONSOLIDATION,D,13.3,36,9400,1,0.9554356081148757,Дефолт,Нет дефолтов в БКИ
30124,0.08,74568,VENTURE,C,14.26,37,6000,0,0.22064957576433036,Оплачен,Нет дефолтов в БКИ
30125,0.04,44004,MEDICAL,B,10.0,36,1800,1,0.37316484789896254,Дефолт,Нет дефолтов в БКИ
30126,0.08,60520,MEDICAL,D,15.33,39,6000,1,0.9484414956113069,Дефолт,Были дефолты в БКИ
30127,0.08,78000,MEDICAL,A,6.99,38,6000,0,0.02885823306262984,Оплачен,Нет дефолтов в БКИ
30128,0.08,78000,HOMEIMPROVEMENT,B,9.63,41,6000,0,0.24572816716779738,Оплачен,Нет дефолтов в БКИ
30129,0.08,79000,DEBTCONSOLIDATION,B,10.0,37,6000,0,0.189042002671548,Оплачен,Нет дефолтов в БКИ
30130,0.16,50004,VENTURE,A,11.011694892245036,47,8000,0,0.0063438452208280805,Оплачен,Нет дефолтов в БКИ
30131,0.06,50004,PERSONAL,A,8.59,46,3000,0,0.02922263450624883,Оплачен,Нет дефолтов в БКИ
30132,0.07,80000,PERSONAL,B,11.83,38,6000,0,0.022402662562962635,Оплачен,Нет дефолтов в БКИ
30133,0.07,80000,MEDICAL,A,8.94,40,6000,0,0.02207982156215553,Оплачен,Нет дефолтов в БКИ
30134,0.07,80000,HOMEIMPROVEMENT,C,12.87,36,6000,0,0.033760723269323764,Оплачен,Нет дефолтов в БКИ
30135,0.21,50016,MEDICAL,B,11.58,48,10400,0,0.033185719325518115,Оплачен,Нет дефолтов в БКИ
30136,0.07,86000,HOMEIMPROVEMENT,D,14.84,39,6000,0,0.5332919287518697,Оплачен,Были дефолты в БКИ
30137,0.07,86000,PERSONAL,A,7.14,37,6000,0,0.02144153997888564,Оплачен,Нет дефолтов в БКИ
30138,0.25,50400,HOMEIMPROVEMENT,A,7.29,36,12700,0,0.014928345265084703,Оплачен,Нет дефолтов в БКИ
30139,0.06,105000,EDUCATION,A,7.14,46,6000,0,0.0020221165293514893,Оплачен,Нет дефолтов в БКИ
30140,0.05,110000,MEDICAL,A,8.9,42,6000,0,0.009010511887494747,Оплачен,Нет дефолтов в БКИ
30141,0.04,160000,VENTURE,B,10.65,42,6000,0,0.0,Оплачен,Нет дефолтов в БКИ
30142,0.12,50780,PERSONAL,B,10.99,41,6000,0,0.03611551666828809,Оплачен,Нет дефолтов в БКИ
30143,0.35,51000,VENTURE,B,9.91,42,18000,0,0.4649166719759963,Оплачен,Нет дефолтов в БКИ
30144,0.39,51000,DEBTCONSOLIDATION,A,8.49,42,20000,0,0.6392659615322452,Оплачен,Нет дефолтов в БКИ
30145,0.25,25000,PERSONAL,B,9.91,36,6200,1,0.09316127421076452,Дефолт,Нет дефолтов в БКИ
30146,0.14,44000,MEDICAL,A,5.42,40,6200,0,0.10925344109583843,Оплачен,Нет дефолтов в БКИ
30147,0.19,33500,PERSONAL,C,14.79,43,6225,0,0.2149167425051881,Оплачен,Нет дефолтов в БКИ
30148,0.14,51000,MEDICAL,A,7.88,45,7000,0,0.03665108019453984,Оплачен,Нет дефолтов в БКИ
30149,0.13,55000,HOMEIMPROVEMENT,E,16.32,37,7000,0,0.3941671458050255,Оплачен,Были дефолты в БКИ
30150,0.28,51000,HOMEIMPROVEMENT,A,8.94,41,14500,0,0.15545325332311277,Оплачен,Нет дефолтов в БКИ
30151,0.02,51000,VENTURE,B,11.83,36,1000,0,0.0012841091492776886,Оплачен,Нет дефолтов в БКИ
30152,0.25,51000,DEBTCONSOLIDATION,C,12.84,37,12800,0,0.14655275771011955,Оплачен,Нет дефолтов в БКИ
30153,0.12,57600,PERSONAL,A,7.4,44,7000,0,0.0328157021268877,Оплачен,Нет дефолтов в БКИ
30154,0.12,57996,HOMEIMPROVEMENT,C,13.61,48,7000,0,0.1695645104285923,Оплачен,Были дефолты в БКИ
30155,0.09,51000,HOMEIMPROVEMENT,B,11.14,36,4775,0,0.23443568076252902,Оплачен,Нет дефолтов в БКИ
30156,0.24,51000,EDUCATION,C,11.34,39,12000,0,0.14144425767293653,Оплачен,Нет дефолтов в БКИ
30157,0.13,52000,DEBTCONSOLIDATION,C,13.85,36,7000,1,0.14126047254838034,Дефолт,Нет дефолтов в БКИ
30158,0.13,54000,EDUCATION,C,11.011694892245036,45,7000,1,0.2637614596219861,Дефолт,Нет дефолтов в БКИ
30159,0.12,60000,HOMEIMPROVEMENT,A,7.88,36,7000,0,0.024643975787446315,Оплачен,Нет дефолтов в БКИ
30160,0.13,55392,DEBTCONSOLIDATION,D,15.95,42,7000,1,0.8242205617980023,Дефолт,Были дефолты в БКИ
30161,0.21,51500,VENTURE,A,7.49,50,10875,0,0.0012841091492776886,Оплачен,Нет дефолтов в БКИ
30162,0.11,62000,EDUCATION,B,10.62,38,7000,0,0.04087679250088501,Оплачен,Нет дефолтов в БКИ
30163,0.19,51600,PERSONAL,A,7.51,46,10000,0,0.0443000207254632,Оплачен,Нет дефолтов в БКИ
30164,0.11,65000,VENTURE,A,7.88,38,7000,0,0.0,Оплачен,Нет дефолтов в БКИ
30165,0.16,51996,HOMEIMPROVEMENT,B,11.49,36,8500,0,0.1652874795189845,Оплачен,Нет дефолтов в БКИ
30166,0.1,68000,HOMEIMPROVEMENT,A,7.51,40,7000,0,0.03181586117385089,Оплачен,Нет дефолтов в БКИ
30167,0.09,73882,MEDICAL,B,9.91,39,7000,0,0.08055584518237476,Оплачен,Нет дефолтов в БКИ
30168,0.14,51996,MEDICAL,B,10.51,36,7500,0,0.06729976987601582,Оплачен,Нет дефолтов в БКИ
30169,0.29,52000,VENTURE,A,11.011694892245036,37,15000,0,0.0252822573707162,Оплачен,Нет дефолтов в БКИ
30170,0.09,75000,MEDICAL,A,6.92,36,7000,0,0.007045599606792992,Оплачен,Нет дефолтов в БКИ
30171,0.12,46000,PERSONAL,C,15.27,36,5350,1,0.29941950153945324,Дефолт,Нет дефолтов в БКИ
30172,0.16,52000,VENTURE,A,11.011694892245036,36,8325,0,0.018988495641024554,Оплачен,Нет дефолтов в БКИ
30173,0.1,52000,DEBTCONSOLIDATION,B,10.99,38,5000,0,0.09460990881700179,Оплачен,Нет дефолтов в БКИ
30174,0.07,97600,EDUCATION,A,8.9,42,7000,0,0.07033539868639652,Оплачен,Нет дефолтов в БКИ
30175,0.23,52000,MEDICAL,A,7.29,47,12000,0,0.03286377523134802,Оплачен,Нет дефолтов в БКИ
30176,0.12,52000,DEBTCONSOLIDATION,B,8.88,37,6000,0,0.04329964455785356,Оплачен,Нет дефолтов в БКИ
30177,0.04,175436,HOMEIMPROVEMENT,A,5.99,43,7000,0,0.0,Оплачен,Нет дефолтов в БКИ
30178,0.48,14400,PERSONAL,A,7.66,37,6950,1,1.0,Дефолт,Нет дефолтов в БКИ
30179,0.15,52000,PERSONAL,D,15.21,38,8000,0,0.3323433491137152,Оплачен,Нет дефолтов в БКИ
30180,0.04,52000,DEBTCONSOLIDATION,B,11.86,36,2275,0,0.11835141384518325,Оплачен,Нет дефолтов в БКИ
30181,0.29,52000,DEBTCONSOLIDATION,B,11.86,40,15250,0,0.11932484620507185,Оплачен,Нет дефолтов в БКИ
30182,0.15,52000,HOMEIMPROVEMENT,A,7.51,36,8000,0,0.05817676077666835,Оплачен,Нет дефолтов в БКИ
30183,0.3,21600,MEDICAL,A,8.49,37,6500,0,0.03384830347062219,Оплачен,Нет дефолтов в БКИ
30184,0.29,52000,DEBTCONSOLIDATION,A,7.88,38,15250,0,0.04475302289244169,Оплачен,Нет дефолтов в БКИ
30185,0.27,24000,MEDICAL,A,7.29,36,6500,0,0.038121377497442474,Оплачен,Нет дефолтов в БКИ
30186,0.23,28800,MEDICAL,B,12.69,41,6500,0,0.062085479272200414,Оплачен,Нет дефолтов в БКИ
30187,0.22,30000,MEDICAL,B,10.37,37,6500,0,0.11155208259841265,Оплачен,Нет дефолтов в БКИ
30188,0.21,30600,DEBTCONSOLIDATION,B,10.65,41,6500,0,0.17335215550789504,Оплачен,Нет дефолтов в БКИ
30189,0.21,31400,VENTURE,A,9.32,47,6500,0,0.0063438452208280805,Оплачен,Нет дефолтов в БКИ
30190,0.27,52000,EDUCATION,A,11.011694892245036,45,14000,0,0.07711492393228998,Оплачен,Нет дефолтов в БКИ
30191,0.12,52000,VENTURE,A,8.59,44,6000,0,0.0012841091492776886,Оплачен,Нет дефолтов в БКИ
30192,0.06,52000,VENTURE,A,9.63,36,3000,0,0.0012841091492776886,Оплачен,Нет дефолтов в БКИ
30193,0.03,52000,DEBTCONSOLIDATION,A,8.32,41,1500,0,0.07197228487113169,Оплачен,Нет дефолтов в БКИ
30194,0.1,52000,VENTURE,B,10.08,47,5000,0,0.0012841091492776886,Оплачен,Нет дефолтов в БКИ
30195,0.15,42000,MEDICAL,C,13.99,39,6500,0,0.12173135430709611,Оплачен,Были дефолты в БКИ
30196,0.19,52188,HOMEIMPROVEMENT,A,5.79,37,10000,0,0.04004491961428521,Оплачен,Нет дефолтов в БКИ
30197,0.08,52200,PERSONAL,D,11.011694892245036,40,4000,0,0.2730194314920148,Оплачен,Нет дефолтов в БКИ
30198,0.13,50000,EDUCATION,A,11.011694892245036,36,6500,0,0.011620821320704314,Оплачен,Нет дефолтов в БКИ
30199,0.4,52400,HOMEIMPROVEMENT,B,10.38,42,21000,0,0.5653885247034525,Оплачен,Нет дефолтов в БКИ
30200,0.13,52000,PERSONAL,B,11.011694892245036,39,6500,0,0.044919579241803606,Оплачен,Нет дефолтов в БКИ
30201,0.12,53000,EDUCATION,A,7.29,39,6500,0,0.02144153997888564,Оплачен,Нет дефолтов в БКИ
30202,0.12,55000,EDUCATION,C,11.03,38,6500,0,0.03774307508177417,Оплачен,Были дефолты в БКИ
30203,0.11,60000,DEBTCONSOLIDATION,B,11.11,40,6500,0,0.035122839414048604,Оплачен,Нет дефолтов в БКИ
30204,0.28,52660,HOMEIMPROVEMENT,C,13.16,36,15000,0,0.2684210929522342,Оплачен,Были дефолты в БКИ
30205,0.09,75000,EDUCATION,A,7.9,40,6500,0,0.016237739933706717,Оплачен,Нет дефолтов в БКИ
30206,0.06,46800,MEDICAL,A,7.51,36,2800,1,0.07197228487113169,Дефолт,Нет дефолтов в БКИ
30207,0.05,52800,MEDICAL,A,6.76,46,2800,0,0.03701275481369338,Оплачен,Нет дефолтов в БКИ
30208,0.25,26240,VENTURE,B,11.49,37,6600,0,0.009010511887494747,Оплачен,Нет дефолтов в БКИ
30209,0.21,53000,VENTURE,C,11.011694892245036,41,11000,0,0.0661328828413444,Оплачен,Были дефолты в БКИ
30210,0.13,52479,PERSONAL,D,14.54,40,6600,1,0.37193977312393234,Дефолт,Нет дефолтов в БКИ
30211,0.07,89532,MEDICAL,B,12.53,37,6600,0,0.018988495641024554,Оплачен,Нет дефолтов в БКИ
30212,0.35,19368,HOMEIMPROVEMENT,D,12.92,45,6700,1,0.9323908730158731,Дефолт,Были дефолты в БКИ
30213,0.04,53000,DEBTCONSOLIDATION,C,14.35,36,2200,0,0.13014425089002274,Оплачен,Были дефолты в БКИ
30214,0.23,29000,PERSONAL,B,8.88,37,6725,0,0.2907306617085318,Оплачен,Нет дефолтов в БКИ
30215,0.13,50760,EDUCATION,E,16.45,39,6725,0,0.19522260256789095,Оплачен,Нет дефолтов в БКИ
30216,0.18,37500,PERSONAL,A,6.91,37,6750,0,0.0421554407577831,Оплачен,Нет дефолтов в БКИ
30217,0.06,53000,MEDICAL,B,10.62,40,3000,0,0.07854132027695436,Оплачен,Нет дефолтов в БКИ
30218,0.1,47000,MEDICAL,D,14.11,36,4900,1,0.8488421104762933,Дефолт,Нет дефолтов в БКИ
30219,0.3,21120,VENTURE,B,11.14,42,6400,0,0.0063438452208280805,Оплачен,Нет дефолтов в БКИ
30220,0.07,53532,DEBTCONSOLIDATION,A,5.42,37,4000,0,0.023520532121883243,Оплачен,Нет дефолтов в БКИ
30221,0.07,53712,VENTURE,C,13.43,38,4000,0,0.05328987360350966,Оплачен,Были дефолты в БКИ
30222,0.21,31200,PERSONAL,B,11.49,39,6400,0,0.2258378934989286,Оплачен,Нет дефолтов в БКИ
30223,0.28,53808,VENTURE,B,11.71,47,15000,0,0.013193833133578655,Оплачен,Нет дефолтов в БКИ
30224,0.2,32000,VENTURE,A,7.49,43,6400,0,0.0063438452208280805,Оплачен,Нет дефолтов в БКИ
30225,0.18,35000,PERSONAL,A,8.9,43,6400,0,0.034151355081401956,Оплачен,Нет дефолтов в БКИ
30226,0.17,54000,HOMEIMPROVEMENT,B,11.71,39,9000,0,0.4290260623656426,Оплачен,Нет дефолтов в БКИ
30227,0.11,54000,HOMEIMPROVEMENT,C,13.49,40,6000,0,0.44215484484765677,Оплачен,Нет дефолтов в БКИ
30228,0.13,51000,VENTURE,D,16.89,37,6400,0,0.399396432736013,Оплачен,Были дефолты в БКИ
30229,0.04,54000,HOMEIMPROVEMENT,A,5.99,48,2000,0,0.054619881856745045,Оплачен,Нет дефолтов в БКИ
30230,0.11,60000,PERSONAL,B,9.64,37,6400,0,0.027621733993728536,Оплачен,Нет дефолтов в БКИ
30231,0.08,76644,VENTURE,A,11.011694892245036,39,6400,0,0.01351858574014193,Оплачен,Нет дефолтов в БКИ
30232,0.08,80000,HOMEIMPROVEMENT,B,11.71,43,6400,0,0.03355682554415696,Оплачен,Нет дефолтов в БКИ
30233,0.08,80000,PERSONAL,C,13.16,44,6400,0,0.027871640093897716,Оплачен,Нет дефолтов в БКИ
30234,0.09,54000,PERSONAL,A,5.42,40,5000,0,0.049028409955712934,Оплачен,Нет дефолтов в БКИ
30235,0.11,54000,DEBTCONSOLIDATION,A,6.17,41,6000,0,0.08881997585889166,Оплачен,Нет дефолтов в БКИ
30236,0.06,112455,DEBTCONSOLIDATION,B,9.99,36,6400,0,0.046252738193603794,Оплачен,Нет дефолтов в БКИ
30237,0.19,48000,MEDICAL,D,15.21,38,9000,1,0.8319669997125116,Дефолт,Были дефолты в БКИ
30238,0.46,54000,PERSONAL,B,11.49,39,25000,0,0.7239632494756532,Оплачен,Нет дефолтов в БКИ
30239,0.15,54000,HOMEIMPROVEMENT,D,11.011694892245036,37,8000,0,0.6775665803314229,Оплачен,Были дефолты в БКИ
30240,0.28,25000,VENTURE,C,11.011694892245036,40,7000,0,0.08770663071905811,Оплачен,Нет дефолтов в БКИ
30241,0.09,54000,MEDICAL,A,11.011694892245036,36,5000,0,0.26777405339154203,Оплачен,Нет дефолтов в БКИ
30242,0.03,48000,EDUCATION,C,13.92,36,1500,1,0.12335832501016301,Дефолт,Были дефолты в БКИ
30243,0.07,54000,DEBTCONSOLIDATION,B,11.58,47,4000,0,0.33399020412293745,Оплачен,Нет дефолтов в БКИ
30244,0.08,54196,VENTURE,B,11.49,46,4500,0,0.004688783196018156,Оплачен,Нет дефолтов в БКИ
30245,0.15,48257,MEDICAL,D,15.21,37,7000,1,0.8422199047022587,Дефолт,Были дефолты в БКИ
30246,0.14,54500,EDUCATION,A,6.91,41,7700,0,0.03741161715451507,Оплачен,Нет дефолтов в БКИ
30247,0.38,54500,VENTURE,A,6.91,36,20500,0,0.4023106828762694,Оплачен,Нет дефолтов в БКИ
30248,0.22,32400,MEDICAL,B,11.011694892245036,39,7000,0,0.12967754565001124,Оплачен,Нет дефолтов в БКИ
30249,0.37,54538,VENTURE,B,11.011694892245036,37,20000,0,0.5837543788286734,Оплачен,Нет дефолтов в БКИ
30250,0.13,54996,HOMEIMPROVEMENT,A,6.92,37,7000,0,0.05084083236223136,Оплачен,Нет дефолтов в БКИ
30251,0.1,54996,VENTURE,A,7.51,39,5500,0,0.0,Оплачен,Нет дефолтов в БКИ
30252,0.16,54996,MEDICAL,B,10.38,47,9000,0,0.05147832124797706,Оплачен,Нет дефолтов в БКИ
30253,0.19,37200,PERSONAL,A,9.32,41,7000,0,0.09619867265873022,Оплачен,Нет дефолтов в БКИ
30254,0.19,37800,DEBTCONSOLIDATION,B,11.49,39,7000,0,0.08908751324417916,Оплачен,Нет дефолтов в БКИ
30255,0.3,55000,VENTURE,B,12.69,42,16500,0,0.008039193958320923,Оплачен,Нет дефолтов в БКИ
30256,0.09,55000,MEDICAL,B,9.91,46,5000,0,0.05056154048750229,Оплачен,Нет дефолтов в БКИ
30257,0.2,35000,DEBTCONSOLIDATION,D,16.77,37,7000,1,0.6743891862985881,Дефолт,Нет дефолтов в БКИ
30258,0.18,55000,VENTURE,A,6.03,43,10000,0,0.0,Оплачен,Нет дефолтов в БКИ
30259,0.49,49000,MEDICAL,E,19.03,45,24250,1,1.0,Дефолт,Были дефолты в БКИ
30260,0.17,41000,PERSONAL,A,9.63,36,7000,0,0.07905136772688397,Оплачен,Нет дефолтов в БКИ
30261,0.28,55000,HOMEIMPROVEMENT,A,7.9,38,15600,0,0.06884812900931123,Оплачен,Нет дефолтов в БКИ
30262,0.05,55000,EDUCATION,A,11.011694892245036,36,3000,0,0.040716406357013075,Оплачен,Нет дефолтов в БКИ
30263,0.17,42000,VENTURE,A,6.62,36,7000,0,0.0012841091492776886,Оплачен,Нет дефолтов в БКИ
30264,0.17,42000,EDUCATION,D,14.96,43,7000,0,0.26913842359103246,Оплачен,Были дефолты в БКИ
30265,0.22,55000,EDUCATION,A,6.62,40,12000,0,0.023845284728446527,Оплачен,Нет дефолтов в БКИ
30266,0.18,55000,PERSONAL,A,5.42,39,10000,0,0.024320144299554904,Оплачен,Нет дефолтов в БКИ
30267,0.16,43000,VENTURE,A,7.43,41,7000,0,0.0012841091492776886,Оплачен,Нет дефолтов в БКИ
30268,0.18,38000,DEBTCONSOLIDATION,D,15.99,40,7000,1,0.7704803491517851,Дефолт,Нет дефолтов в БКИ
30269,0.16,44000,EDUCATION,A,8.0,36,7000,0,0.20634649186911647,Оплачен,Нет дефолтов в БКИ
30270,0.11,55000,PERSONAL,A,5.42,38,6000,0,0.021116787372322365,Оплачен,Нет дефолтов в БКИ
30271,0.16,45000,MEDICAL,B,9.91,36,7000,0,0.031795654134935854,Оплачен,Нет дефолтов в БКИ
30272,0.16,45000,EDUCATION,C,12.99,43,7000,0,0.04983713371897397,Оплачен,Нет дефолтов в БКИ
30273,0.16,45000,DEBTCONSOLIDATION,A,7.49,37,7000,0,0.02469115198526963,Оплачен,Нет дефолтов в БКИ
30274,0.16,45000,EDUCATION,A,5.42,43,7000,0,0.03082416980228921,Оплачен,Нет дефолтов в БКИ
30275,0.16,55000,PERSONAL,A,5.99,41,9000,0,0.01476601100092744,Оплачен,Нет дефолтов в БКИ
30276,0.15,47000,PERSONAL,C,13.35,38,7000,0,0.08146510043656045,Оплачен,Были дефолты в БКИ
30277,0.44,55000,VENTURE,B,10.37,37,24375,0,0.33079057323460975,Оплачен,Нет дефолтов в БКИ
30278,0.27,55000,VENTURE,B,10.37,46,15000,0,0.0020221165293514893,Оплачен,Нет дефолтов в БКИ
30279,0.21,55000,EDUCATION,A,7.66,38,11700,0,0.027569756305938893,Оплачен,Нет дефолтов в БКИ
30280,0.14,50000,PERSONAL,C,12.87,41,7000,0,0.03123574744373151,Оплачен,Были дефолты в БКИ
30281,0.14,50400,EDUCATION,D,11.86,39,7000,0,0.10892327349901529,Оплачен,Нет дефолтов в БКИ
30282,0.13,52000,EDUCATION,A,5.99,38,7000,0,0.0341711444714293,Оплачен,Нет дефолтов в БКИ
30283,0.22,55000,PERSONAL,A,11.011694892245036,36,12000,0,0.03244995306300206,Оплачен,Нет дефолтов в БКИ
30284,0.13,53800,HOMEIMPROVEMENT,B,9.62,39,7000,0,0.11402352841625585,Оплачен,Нет дефолтов в БКИ
30285,0.24,55000,HOMEIMPROVEMENT,C,13.98,39,13000,0,0.08742327564377145,Оплачен,Нет дефолтов в БКИ
30286,0.14,49000,HOMEIMPROVEMENT,B,10.74,36,7000,1,0.43052022304450616,Дефолт,Нет дефолтов в БКИ
30287,0.13,55000,VENTURE,A,6.92,36,7000,0,0.0,Оплачен,Нет дефолтов в БКИ
30288,0.12,58500,PERSONAL,D,15.99,41,7150,1,0.3309476487096892,Дефолт,Были дефолты в БКИ
30289,0.12,60000,VENTURE,A,7.9,37,7175,0,0.0012841091492776886,Оплачен,Нет дефолтов в БКИ
30290,0.09,55000,EDUCATION,A,7.51,44,5000,0,0.03611729182106132,Оплачен,Нет дефолтов в БКИ
30291,0.31,23000,MEDICAL,A,11.011694892245036,39,7200,1,0.6809714647796008,Дефолт,Нет дефолтов в БКИ
30292,0.07,55000,VENTURE,A,6.39,40,3600,0,0.0,Оплачен,Нет дефолтов в БКИ
30293,0.3,24000,MEDICAL,B,10.65,38,7200,0,0.046252738193603794,Оплачен,Нет дефолтов в БКИ
30294,0.29,25200,MEDICAL,A,7.29,36,7200,0,0.03561219340960754,Оплачен,Нет дефолтов в БКИ
30295,0.25,29088,DEBTCONSOLIDATION,B,11.71,44,7200,0,0.3291239405030022,Оплачен,Нет дефолтов в БКИ
30296,0.15,55000,HOMEIMPROVEMENT,B,11.36,40,8000,0,0.12054479364350668,Оплачен,Нет дефолтов в БКИ
30297,0.18,55000,HOMEIMPROVEMENT,C,11.011694892245036,48,10000,0,0.09997513182928362,Оплачен,Были дефолты в БКИ
30298,0.04,55000,VENTURE,B,12.53,43,2000,0,0.0012841091492776886,Оплачен,Нет дефолтов в БКИ
