,loan_percent_income,person_income,loan_intent,loan_grade,cb_person_default_on_file,loan_int_rate,person_age,loan_amnt,default
22630,0.06,125000,EDUCATION,D,0,11.011694892245037,27,7500,0
22631,0.35,57996,EDUCATION,C,0,12.72,29,20475,0
22632,0.05,155000,PERSONAL,C,1,11.59,32,7500,0
22633,0.05,160000,HOMEIMPROVEMENT,C,0,11.28,31,7500,0
22634,0.27,58000,EDUCATION,B,0,11.011694892245037,29,15900,0
22635,0.05,160000,MEDICAL,A,0,8.0,35,7500,0
22636,0.15,58000,VENTURE,A,0,11.011694892245037,31,8875,0
22637,0.05,165000,EDUCATION,B,0,10.62,29,7500,0
22638,0.26,58000,VENTURE,B,0,9.91,33,15000,0
22639,0.11,58000,PERSONAL,B,0,10.65,31,6200,0
22640,0.09,85000,DEBTCONSOLIDATION,A,0,11.011694892245037,27,7525,0
22641,0.19,40000,MEDICAL,C,0,13.92,35,7550,0
22642,0.06,52000,HOMEIMPROVEMENT,C,1,15.96,27,3000,1
22643,0.1,58000,MEDICAL,C,1,12.99,35,6000,0
22644,0.42,18000,HOMEIMPROVEMENT,A,0,8.49,28,7600,1
22645,0.27,28000,DEBTCONSOLIDATION,B,0,10.99,27,7600,0
22646,0.09,58000,DEBTCONSOLIDATION,B,0,9.99,30,5350,0
22647,0.07,58000,HOMEIMPROVEMENT,A,0,5.42,34,4000,0
22648,0.12,58000,DEBTCONSOLIDATION,B,0,9.99,28,6700,0
22649,0.23,33000,VENTURE,C,0,15.27,35,7600,0
22650,0.23,33000,MEDICAL,A,0,8.0,27,7600,0
22651,0.05,58000,VENTURE,B,0,11.99,27,2800,0
22652,0.17,44208,MEDICAL,A,0,7.74,30,7600,0
22653,0.05,58000,HOMEIMPROVEMENT,A,0,5.42,30,3000,0
22654,0.17,45000,MEDICAL,D,1,14.59,27,7600,1
22655,0.15,51996,HOMEIMPROVEMENT,C,0,14.17,27,7600,0
22656,0.12,61000,HOMEIMPROVEMENT,C,1,11.011694892245037,30,7600,0
22657,0.17,58000,VENTURE,A,0,7.49,28,9600,0
22658,0.23,33000,HOMEIMPROVEMENT,E,1,19.29,29,7650,1
22659,0.1,58000,PERSONAL,A,0,5.79,30,6000,0
22660,0.25,58000,MEDICAL,C,0,13.06,31,14500,0
22661,0.22,58000,VENTURE,C,0,13.43,28,12500,0
22662,0.06,58000,EDUCATION,A,0,6.17,31,3625,0
22663,0.26,30000,MEDICAL,B,0,12.42,28,7700,0
22664,0.23,58000,MEDICAL,A,0,11.011694892245037,30,13200,0
22665,0.06,58000,MEDICAL,B,0,11.86,27,3250,0
22666,0.05,58000,MEDICAL,A,0,6.76,34,3000,0
22667,0.05,58000,EDUCATION,A,0,11.011694892245037,28,3000,0
22668,0.16,58000,HOMEIMPROVEMENT,C,0,13.23,30,9000,0
22669,0.21,58000,HOMEIMPROVEMENT,A,0,7.51,27,12000,0
22670,0.16,48000,PERSONAL,A,0,8.94,30,7725,0
22671,0.14,56200,EDUCATION,E,0,13.75,29,7725,1
22672,0.07,58000,HOMEIMPROVEMENT,B,0,11.12,30,4000,0
22673,0.11,58000,DEBTCONSOLIDATION,C,1,13.98,27,6500,0
22674,0.32,24000,VENTURE,C,0,13.85,29,7750,1
22675,0.07,58000,VENTURE,A,0,7.14,28,4000,0
22676,0.03,58000,DEBTCONSOLIDATION,A,0,6.76,29,1800,0
22677,0.29,26400,MEDICAL,C,0,14.27,29,7750,1
22678,0.29,26400,DEBTCONSOLIDATION,C,1,12.87,34,7750,0
22679,0.27,29000,MEDICAL,B,0,11.86,27,7750,0
22680,0.14,58000,VENTURE,C,0,13.85,32,8000,0
22681,0.26,30000,VENTURE,D,1,13.87,30,7750,1
22682,0.24,32000,MEDICAL,C,1,14.22,28,7750,0
22683,0.24,58000,HOMEIMPROVEMENT,A,0,7.51,29,14000,0
22684,0.19,41558,EDUCATION,E,0,16.45,31,7750,0
22685,0.07,58000,EDUCATION,B,0,11.14,27,4000,0
22686,0.03,58000,DEBTCONSOLIDATION,C,0,11.011694892245037,27,1500,0
22687,0.28,28000,PERSONAL,B,0,8.88,29,7800,0
22688,0.26,30100,PERSONAL,C,0,14.35,28,7800,0
22689,0.24,58000,VENTURE,C,0,12.87,31,14000,0
22690,0.24,58000,HOMEIMPROVEMENT,B,0,11.83,29,14000,0
22691,0.17,58000,VENTURE,A,0,9.32,28,10000,0
22692,0.1,58000,HOMEIMPROVEMENT,A,0,9.32,31,6000,0
22693,0.19,40320,MEDICAL,B,0,8.88,29,7800,0
22694,0.19,41004,MEDICAL,B,0,11.14,27,7800,0
22695,0.17,52044,EDUCATION,A,0,7.9,29,8875,1
22696,0.07,58075,MEDICAL,A,0,5.99,27,4000,0
22697,0.08,58200,PERSONAL,B,0,11.12,28,4500,0
22698,0.14,54000,VENTURE,D,0,14.84,34,7800,1
22699,0.18,58239,VENTURE,A,0,6.62,30,10500,0
22700,0.11,70000,DEBTCONSOLIDATION,A,0,7.9,28,7800,0
22701,0.11,72000,DEBTCONSOLIDATION,C,1,11.011694892245037,29,7800,0
22702,0.08,93158,HOMEIMPROVEMENT,D,0,16.29,32,7800,0
22703,0.19,52500,EDUCATION,A,0,9.63,30,10000,1
22704,0.19,58570,HOMEIMPROVEMENT,A,0,7.88,35,11000,0
22705,0.17,47000,MEDICAL,B,0,11.011694892245037,28,7875,0
22706,0.41,52600,PERSONAL,D,0,17.27,27,21600,1
22707,0.08,58600,HOMEIMPROVEMENT,A,0,8.0,28,4550,0
22708,0.22,36572,MEDICAL,A,0,11.011694892245037,31,7900,0
22709,0.21,37000,EDUCATION,B,0,11.11,27,7900,0
22710,0.14,58656,EDUCATION,B,0,11.14,29,8000,0
22711,0.33,24000,MEDICAL,D,0,15.99,28,7950,1
22712,0.23,35000,DEBTCONSOLIDATION,D,0,15.62,28,7950,1
22713,0.04,58788,DEBTCONSOLIDATION,B,0,11.99,35,2200,0
22714,0.19,58800,VENTURE,B,0,10.99,29,11400,0
22715,0.62,13000,VENTURE,C,0,12.84,31,8000,1
22716,0.59,13500,MEDICAL,B,0,12.18,27,8000,1
22717,0.12,58800,PERSONAL,C,0,13.99,32,7000,0
22718,0.44,18000,EDUCATION,B,0,10.75,27,8000,1
22719,0.27,58800,VENTURE,B,0,9.88,29,16000,0
22720,0.09,58800,VENTURE,A,0,6.76,28,5500,0
22721,0.17,58800,EDUCATION,C,1,13.22,27,9800,0
22722,0.44,18000,PERSONAL,B,0,10.25,27,8000,1
22723,0.14,58868,MEDICAL,C,1,13.57,28,8400,0
22724,0.42,19200,MEDICAL,A,0,7.66,33,8000,1
22725,0.4,20000,MEDICAL,B,0,12.42,28,8000,1
22726,0.09,59000,EDUCATION,A,0,7.9,34,5500,0
22727,0.09,59000,HOMEIMPROVEMENT,B,0,9.91,33,5500,0
22728,0.4,20000,PERSONAL,B,0,11.89,27,8000,1
22729,0.39,20400,DEBTCONSOLIDATION,A,0,8.49,32,8000,1
22730,0.38,21000,EDUCATION,B,0,11.71,29,8000,1
22731,0.37,21340,MEDICAL,B,0,11.14,35,8000,1
22732,0.37,21600,MEDICAL,B,0,10.59,27,8000,1
22733,0.17,59000,MEDICAL,A,0,7.49,28,10000,0
22734,0.17,59000,VENTURE,A,0,7.49,29,10000,0
22735,0.24,59000,MEDICAL,B,0,11.011694892245037,31,14000,0
22736,0.07,59000,MEDICAL,A,0,5.79,27,4000,0
22737,0.36,22000,EDUCATION,B,0,11.011694892245037,29,8000,1
22738,0.24,59000,VENTURE,B,0,10.36,28,14000,0
22739,0.33,24000,EDUCATION,C,1,12.99,27,8000,1
22740,0.17,59000,HOMEIMPROVEMENT,A,0,6.91,29,10000,0
22741,0.17,59000,MEDICAL,A,0,7.51,30,10000,0
22742,0.27,59000,HOMEIMPROVEMENT,C,0,13.98,27,16000,0
22743,0.33,24000,DEBTCONSOLIDATION,A,0,7.29,27,8000,1
22744,0.09,53000,EDUCATION,A,0,7.14,28,5000,1
22745,0.33,24000,PERSONAL,B,0,11.011694892245037,27,8000,1
22746,0.33,24000,VENTURE,B,0,11.12,33,8000,1
22747,0.32,24996,MEDICAL,A,0,7.51,35,8000,1
22748,0.1,59000,MEDICAL,B,0,11.83,27,6000,0
22749,0.22,59000,DEBTCONSOLIDATION,B,0,11.14,31,13000,0
22750,0.32,25000,EDUCATION,D,0,11.011694892245037,33,8000,1
22751,0.32,25000,MEDICAL,A,0,6.91,28,8000,1
22752,0.32,25000,PERSONAL,D,1,14.84,27,8000,1
22753,0.41,59004,MEDICAL,B,0,11.49,27,24250,0
22754,0.31,26000,PERSONAL,A,0,7.9,35,8000,1
22755,0.23,59068,VENTURE,C,1,13.22,27,13500,0
22756,0.31,26000,VENTURE,B,0,11.36,28,8000,1
22757,0.12,59147,MEDICAL,B,0,11.26,27,7000,0
22758,0.4,59160,EDUCATION,B,0,11.011694892245037,28,23500,0
22759,0.08,59196,EDUCATION,A,0,8.0,35,5000,0
22760,0.3,26400,PERSONAL,B,0,10.59,27,8000,1
22761,0.3,26400,PERSONAL,B,0,11.011694892245037,35,8000,0
22762,0.3,26400,EDUCATION,A,0,7.51,32,8000,0
22763,0.29,27996,PERSONAL,B,0,10.99,30,8000,0
22764,0.05,59450,EDUCATION,B,0,10.38,33,3000,0
22765,0.25,59500,HOMEIMPROVEMENT,A,0,6.54,30,15000,0
22766,0.18,59500,VENTURE,A,0,11.011694892245037,33,11000,0
22767,0.13,59506,VENTURE,D,0,16.07,32,8000,0
22768,0.08,59520,PERSONAL,A,0,8.59,28,5000,0
22769,0.1,59700,HOMEIMPROVEMENT,B,0,10.99,28,6000,0
22770,0.05,59904,MEDICAL,C,1,12.53,28,3000,0
22771,0.28,28800,DEBTCONSOLIDATION,C,0,12.73,30,8000,0
22772,0.28,28800,MEDICAL,C,0,13.22,30,8000,0
22773,0.27,29962,MEDICAL,B,0,12.53,32,8000,0
22774,0.24,60000,MEDICAL,C,0,13.49,28,14400,0
22775,0.12,60000,MEDICAL,A,0,6.03,31,7200,0
22776,0.27,30000,MEDICAL,A,0,11.011694892245037,28,8000,0
22777,0.27,30000,EDUCATION,B,0,11.011694892245037,35,8000,0
22778,0.27,60000,MEDICAL,C,1,15.96,35,16000,0
22779,0.1,60000,HOMEIMPROVEMENT,C,1,13.49,29,6000,0
22780,0.25,60000,VENTURE,C,1,15.96,28,15000,0
22781,0.27,30000,DEBTCONSOLIDATION,G,0,20.52,35,8000,1
22782,0.27,30000,VENTURE,A,0,7.74,32,8000,0
22783,0.27,30000,PERSONAL,C,1,13.22,30,8000,0
22784,0.07,60000,HOMEIMPROVEMENT,A,0,11.011694892245037,30,4200,0
22785,0.2,60000,EDUCATION,A,0,6.62,33,12000,0
22786,0.08,60000,HOMEIMPROVEMENT,C,1,14.27,28,5000,0
22787,0.26,30996,DEBTCONSOLIDATION,A,0,7.29,28,8000,0
22788,0.25,32000,MEDICAL,B,0,9.91,27,8000,0
22789,0.19,54000,VENTURE,C,0,14.27,27,10000,1
22790,0.06,60000,DEBTCONSOLIDATION,A,0,7.9,33,3500,0
22791,0.25,32000,EDUCATION,D,1,17.27,34,8000,0
22792,0.33,60000,EDUCATION,B,0,9.91,35,19600,0
22793,0.35,60000,HOMEIMPROVEMENT,A,0,7.9,30,21000,0
22794,0.24,33000,DEBTCONSOLIDATION,C,1,14.65,28,8000,1
22795,0.04,60000,DEBTCONSOLIDATION,B,0,12.69,30,2500,0
22796,0.24,34000,PERSONAL,A,0,7.9,34,8000,0
22797,0.07,60000,DEBTCONSOLIDATION,B,0,9.91,27,4000,0
22798,0.24,60000,HOMEIMPROVEMENT,C,0,13.49,29,14125,0
22799,0.24,34000,DEBTCONSOLIDATION,B,0,9.99,33,8000,0
22800,0.14,60000,VENTURE,A,0,8.9,28,8650,0
22801,0.28,29000,EDUCATION,D,0,18.25,32,8000,1
22802,0.03,60000,HOMEIMPROVEMENT,A,0,6.03,29,1500,0
22803,0.23,35000,MEDICAL,C,1,14.79,27,8000,0
22804,0.23,35000,DEBTCONSOLIDATION,A,0,11.011694892245037,34,8000,0
22805,0.28,60000,PERSONAL,A,0,8.9,31,17000,0
22806,0.23,35000,PERSONAL,A,0,6.17,34,8000,0
22807,0.1,60000,MEDICAL,A,0,6.62,32,6000,0
22808,0.15,60000,HOMEIMPROVEMENT,B,0,12.69,31,9000,0
22809,0.28,29000,MEDICAL,C,1,13.11,28,8000,1
22810,0.23,35000,MEDICAL,B,0,12.21,27,8000,0
22811,0.33,60000,MEDICAL,B,0,11.71,28,20000,0
22812,0.27,60000,PERSONAL,B,0,11.71,30,16000,0
22813,0.08,60000,PERSONAL,A,0,6.03,29,5000,0
22814,0.22,60000,EDUCATION,A,0,8.9,28,13000,0
22815,0.23,35142,VENTURE,B,0,11.11,31,8000,0
22816,0.27,30000,HOMEIMPROVEMENT,B,0,12.69,29,8000,1
22817,0.22,36000,MEDICAL,B,0,10.65,31,8000,0
22818,0.13,60000,VENTURE,A,0,7.51,30,8000,0
22819,0.07,60000,PERSONAL,A,0,7.9,28,4000,0
22820,0.17,60000,PERSONAL,B,0,12.69,30,10000,0
22821,0.07,60000,DEBTCONSOLIDATION,A,0,6.03,35,4000,0
22822,0.22,36000,PERSONAL,A,0,8.49,31,8000,0
22823,0.09,60000,PERSONAL,B,0,12.42,29,5600,0
22824,0.22,36000,VENTURE,A,0,11.011694892245037,29,8000,0
22825,0.22,36000,PERSONAL,B,0,11.36,30,8000,0
22826,0.22,36000,DEBTCONSOLIDATION,C,1,13.92,27,8000,0
22827,0.15,60000,HOMEIMPROVEMENT,B,0,12.42,35,9000,0
22828,0.22,36000,MEDICAL,C,0,12.84,28,8000,0
22829,0.22,36996,PERSONAL,A,0,7.49,31,8000,0
22830,0.22,37000,EDUCATION,C,1,13.49,27,8000,0
22831,0.26,31000,DEBTCONSOLIDATION,A,0,7.66,27,8000,1
22832,0.33,60000,HOMEIMPROVEMENT,A,0,7.9,28,20000,0
22833,0.22,37050,DEBTCONSOLIDATION,A,0,8.0,32,8000,0
22834,0.59,54000,DEBTCONSOLIDATION,C,0,15.23,33,32000,1
22835,0.21,37440,MEDICAL,B,0,10.99,35,8000,0
22836,0.12,60000,HOMEIMPROVEMENT,A,0,7.49,30,7000,0
22837,0.21,37681,DEBTCONSOLIDATION,B,0,10.99,31,8000,0
22838,0.33,60000,PERSONAL,A,0,6.99,29,20000,0
22839,0.17,60000,PERSONAL,B,0,10.99,29,10000,0
22840,0.12,60000,EDUCATION,D,0,15.99,28,7000,0
22841,0.25,32000,HOMEIMPROVEMENT,A,0,5.99,35,8000,1
22842,0.03,60000,DEBTCONSOLIDATION,C,0,12.99,31,1500,0
22843,0.13,60000,VENTURE,B,0,10.59,31,7800,0
22844,0.21,38000,PERSONAL,B,0,11.011694892245037,35,8000,0
22845,0.25,32376,DEBTCONSOLIDATION,F,1,11.011694892245037,28,8000,1
22846,0.21,38500,DEBTCONSOLIDATION,C,1,11.011694892245037,34,8000,0
22847,0.24,32918,DEBTCONSOLIDATION,D,1,14.59,30,8000,1
22848,0.24,33000,HOMEIMPROVEMENT,A,0,5.79,29,8000,1
22849,0.05,60000,HOMEIMPROVEMENT,C,1,13.49,32,3250,0
22850,0.58,60000,EDUCATION,B,0,10.59,28,35000,0
22851,0.17,60000,HOMEIMPROVEMENT,A,0,7.49,27,10500,0
22852,0.21,39000,EDUCATION,C,0,11.03,27,8000,0
22853,0.08,60000,EDUCATION,A,0,5.99,27,5075,0
22854,0.04,60000,HOMEIMPROVEMENT,A,0,11.011694892245037,28,2500,0
22855,0.2,39600,MEDICAL,B,0,9.91,32,8000,0
22856,0.03,60000,PERSONAL,A,0,5.42,33,2000,0
22857,0.24,33666,PERSONAL,D,1,17.49,34,8000,1
22858,0.2,39996,EDUCATION,A,0,5.99,35,8000,0
22859,0.14,54000,DEBTCONSOLIDATION,A,0,7.49,29,7500,1
22860,0.24,34000,DEBTCONSOLIDATION,D,1,16.77,29,8000,1
22861,0.24,34000,MEDICAL,A,0,7.9,30,8000,1
22862,0.2,40000,DEBTCONSOLIDATION,A,0,7.9,31,8000,0
22863,0.2,40000,VENTURE,B,0,11.99,27,8000,0
22864,0.09,60000,VENTURE,B,0,11.49,27,5100,0
22865,0.2,40000,DEBTCONSOLIDATION,B,0,9.62,32,8000,0
22866,0.2,40000,VENTURE,B,0,10.25,27,8000,0
22867,0.37,54000,MEDICAL,E,1,18.79,29,20000,1
22868,0.11,54000,MEDICAL,C,0,15.23,28,6000,1
22869,0.2,40000,DEBTCONSOLIDATION,B,0,11.89,31,8000,0
22870,0.2,40000,MEDICAL,B,0,10.95,28,8000,0
22871,0.17,60000,EDUCATION,C,0,11.011694892245037,34,10175,0
22872,0.05,60000,HOMEIMPROVEMENT,D,0,17.49,28,3000,0
22873,0.19,41200,EDUCATION,B,0,11.99,29,8000,0
22874,0.08,60000,MEDICAL,B,0,11.011694892245037,28,5000,0
22875,0.22,35600,EDUCATION,D,0,14.59,30,8000,1
22876,0.19,42000,VENTURE,B,0,12.42,31,8000,0
22877,0.19,42000,MEDICAL,A,0,5.99,33,8000,0
22878,0.22,36000,DEBTCONSOLIDATION,D,0,15.99,30,8000,1
22879,0.13,60000,MEDICAL,A,0,5.99,29,8000,0
22880,0.19,42000,MEDICAL,B,0,10.0,30,8000,0
22881,0.08,60000,DEBTCONSOLIDATION,D,0,16.49,31,5000,0
22882,0.07,60000,VENTURE,A,0,6.99,30,4000,0
22883,0.06,60000,MEDICAL,B,0,11.011694892245037,27,3400,0
22884,0.19,42000,PERSONAL,A,0,7.29,27,8000,0
22885,0.12,60000,VENTURE,B,0,9.99,32,7125,0
22886,0.22,36000,DEBTCONSOLIDATION,C,1,13.85,27,8000,1
22887,0.22,36672,PERSONAL,A,0,7.9,27,8000,1
22888,0.19,42682,PERSONAL,A,0,6.03,28,8000,0
22889,0.1,60000,EDUCATION,A,0,5.99,28,6000,0
22890,0.19,43000,VENTURE,D,0,16.49,30,8000,0
22891,0.08,60000,DEBTCONSOLIDATION,A,0,5.42,33,5000,0
22892,0.25,60000,DEBTCONSOLIDATION,B,0,11.99,28,15000,0
22893,0.19,43000,MEDICAL,C,0,12.68,27,8000,0
22894,0.19,43000,EDUCATION,B,0,10.0,33,8000,0
22895,0.17,60000,PERSONAL,A,0,7.49,27,10000,0
22896,0.12,60000,MEDICAL,A,0,5.42,33,7000,0
22897,0.11,60000,HOMEIMPROVEMENT,B,0,10.99,31,6500,0
22898,0.22,54000,PERSONAL,D,0,16.49,27,12000,1
22899,0.18,44000,VENTURE,D,0,17.49,33,8000,0
22900,0.06,60000,DEBTCONSOLIDATION,A,0,5.42,27,3600,0
22901,0.21,38760,MEDICAL,F,1,18.09,35,8000,1
22902,0.07,60000,DEBTCONSOLIDATION,A,0,5.99,30,4125,0
22903,0.07,60000,DEBTCONSOLIDATION,B,0,9.99,28,4125,0
22904,0.28,54000,MEDICAL,A,0,8.49,31,15000,1
22905,0.18,45000,DEBTCONSOLIDATION,B,0,10.99,31,8000,0
22906,0.18,45000,MEDICAL,A,0,7.66,32,8000,0
22907,0.21,39000,MEDICAL,D,1,14.91,28,8000,1
22908,0.17,60000,MEDICAL,A,0,11.011694892245037,29,10000,0
22909,0.12,60000,VENTURE,B,0,11.11,28,7000,0
22910,0.18,45000,MEDICAL,A,0,11.011694892245037,32,8000,0
22911,0.18,45000,MEDICAL,C,0,13.85,27,8000,0
22912,0.08,60000,EDUCATION,A,0,7.66,29,5000,0
22913,0.25,60000,EDUCATION,C,0,12.68,31,15000,0
22914,0.18,45000,MEDICAL,B,0,12.18,29,8000,0
22915,0.12,60000,VENTURE,B,0,11.011694892245037,31,7000,0
22916,0.18,45000,PERSONAL,C,0,12.53,33,8000,0
22917,0.08,60000,VENTURE,A,0,7.66,29,5000,0
22918,0.1,60000,PERSONAL,B,0,11.011694892245037,28,6000,0
22919,0.25,60000,DEBTCONSOLIDATION,B,0,10.74,30,15000,0
22920,0.14,60000,PERSONAL,A,0,6.92,29,8500,0
22921,0.17,46000,PERSONAL,B,0,11.011694892245037,31,8000,0
22922,0.17,46000,DEBTCONSOLIDATION,A,0,7.14,30,8000,0
22923,0.17,46000,MEDICAL,B,0,11.36,27,8000,0
22924,0.2,40000,VENTURE,D,1,15.65,27,8000,1
22925,0.17,46875,EDUCATION,B,0,11.011694892245037,31,8000,0
22926,0.03,60000,EDUCATION,A,0,7.29,27,2000,0
22927,0.17,47000,EDUCATION,A,0,8.59,32,8000,0
22928,0.2,41000,DEBTCONSOLIDATION,C,1,12.84,27,8000,1
22929,0.12,60000,EDUCATION,A,0,7.66,28,7000,0
22930,0.08,60000,PERSONAL,B,0,9.63,27,5000,0
22931,0.17,60000,HOMEIMPROVEMENT,A,0,5.79,29,10000,0
22932,0.2,60000,DEBTCONSOLIDATION,A,0,7.29,29,12000,0
22933,0.17,48000,VENTURE,C,1,13.23,30,8000,0
22934,0.13,60000,PERSONAL,A,0,7.66,30,8000,0
22935,0.15,60000,PERSONAL,C,0,12.23,29,9000,0
22936,0.16,50000,MEDICAL,C,0,14.27,28,8000,0
22937,0.28,60000,DEBTCONSOLIDATION,C,1,12.61,28,16800,0
22938,0.16,50000,HOMEIMPROVEMENT,A,0,7.9,27,8000,0
22939,0.07,60000,EDUCATION,A,0,6.54,33,4000,0
22940,0.16,50000,VENTURE,B,0,11.71,29,8000,0
22941,0.27,60000,DEBTCONSOLIDATION,A,0,6.54,28,16000,0
22942,0.1,60000,MEDICAL,C,0,13.35,27,6000,0
22943,0.03,60000,DEBTCONSOLIDATION,A,0,6.91,35,2000,0
22944,0.2,60000,DEBTCONSOLIDATION,A,0,5.79,28,12000,0
22945,0.16,50000,MEDICAL,C,0,14.65,28,8000,0
22946,0.1,60000,PERSONAL,B,0,9.62,33,6300,0
22947,0.09,54000,EDUCATION,C,1,12.61,30,5000,1
22948,0.37,60000,HOMEIMPROVEMENT,D,1,14.09,28,22000,0
22949,0.03,60000,MEDICAL,C,1,11.011694892245037,28,1500,0
22950,0.33,60000,MEDICAL,A,0,6.17,30,20000,0
22951,0.16,50000,MEDICAL,C,0,13.43,27,8000,0
22952,0.16,50000,MEDICAL,A,0,7.14,28,8000,0
22953,0.16,50000,EDUCATION,C,0,13.98,27,8000,0
22954,0.16,50000,MEDICAL,B,0,10.62,32,8000,0
22955,0.16,50000,VENTURE,A,0,7.14,27,8000,0
22956,0.16,50000,PERSONAL,C,0,11.011694892245037,31,8000,0
22957,0.25,60000,EDUCATION,D,0,14.83,32,15000,0
22958,0.16,50004,HOMEIMPROVEMENT,C,1,15.23,28,8000,0
22959,0.17,60000,VENTURE,C,0,11.011694892245037,28,10000,0
22960,0.03,60000,PERSONAL,B,0,9.99,30,1750,0
22961,0.16,51000,DEBTCONSOLIDATION,C,1,13.11,35,8000,0
22962,0.16,51000,HOMEIMPROVEMENT,A,0,9.63,28,8000,0
22963,0.13,60000,HOMEIMPROVEMENT,A,0,5.79,28,7500,0
22964,0.16,51400,HOMEIMPROVEMENT,A,0,7.51,32,8000,0
22965,0.15,52000,VENTURE,C,0,11.011694892245037,28,8000,0
22966,0.16,60000,DEBTCONSOLIDATION,B,0,9.99,30,9600,0
22967,0.08,60000,HOMEIMPROVEMENT,B,0,11.011694892245037,28,4800,0
22968,0.15,52000,DEBTCONSOLIDATION,B,0,11.11,30,8000,0
22969,0.15,52000,VENTURE,A,0,7.51,31,8000,0
22970,0.15,52500,PERSONAL,A,0,7.51,28,8000,0
22971,0.04,60000,EDUCATION,B,0,10.75,29,2400,0
22972,0.07,60000,VENTURE,C,1,13.98,27,4000,0
22973,0.09,60000,DEBTCONSOLIDATION,B,0,10.75,31,5100,0
22974,0.12,60000,PERSONAL,A,0,7.88,29,7200,0
22975,0.15,53040,MEDICAL,B,0,9.88,33,8000,0
22976,0.17,60000,VENTURE,B,0,10.38,27,10000,0
22977,0.15,54000,DEBTCONSOLIDATION,C,0,15.23,28,8000,0
22978,0.15,54000,MEDICAL,C,1,13.8,27,8000,0
22979,0.17,48000,HOMEIMPROVEMENT,D,1,14.42,32,8000,1
22980,0.15,54590,VENTURE,B,0,11.49,27,8000,0
22981,0.22,54000,DEBTCONSOLIDATION,D,0,15.58,30,12000,1
22982,0.15,54996,DEBTCONSOLIDATION,A,0,5.79,30,8000,0
22983,0.15,60000,VENTURE,A,0,7.51,31,8800,0
22984,0.16,60000,MEDICAL,A,0,7.51,28,9600,0
22985,0.15,55000,HOMEIMPROVEMENT,C,0,11.011694892245037,32,8000,0
22986,0.16,60000,MEDICAL,C,1,14.35,29,9600,0
22987,0.15,55000,PERSONAL,B,0,10.0,32,8000,0
22988,0.15,55000,HOMEIMPROVEMENT,A,0,7.29,27,8000,0
22989,0.23,60000,PERSONAL,A,0,7.51,29,13500,0
22990,0.13,60000,VENTURE,A,0,7.88,27,8000,0
22991,0.25,60000,HOMEIMPROVEMENT,B,0,11.86,27,15000,0
22992,0.2,60000,MEDICAL,A,0,7.51,28,12000,0
22993,0.25,60000,EDUCATION,B,0,11.86,32,15000,0
22994,0.15,55000,MEDICAL,B,0,11.83,27,8000,0
22995,0.1,60000,VENTURE,D,1,14.84,30,6000,0
22996,0.12,54000,DEBTCONSOLIDATION,E,1,16.45,28,6500,1
22997,0.04,60000,MEDICAL,C,0,14.72,34,2500,0
22998,0.15,55000,MEDICAL,C,0,13.16,31,8000,0
22999,0.16,50000,DEBTCONSOLIDATION,D,1,14.09,31,8000,1
23000,0.14,56004,DEBTCONSOLIDATION,A,0,7.66,32,8000,0
23001,0.14,56400,PERSONAL,D,1,16.77,27,8000,0
23002,0.14,56888,HOMEIMPROVEMENT,D,0,16.29,27,8000,0
23003,0.17,60000,VENTURE,C,0,13.98,33,10000,0
23004,0.13,60000,DEBTCONSOLIDATION,A,0,7.88,28,8000,0
23005,0.2,60000,VENTURE,A,0,7.51,30,12250,0
23006,0.2,60000,MEDICAL,B,0,10.75,35,12000,0
23007,0.14,57996,PERSONAL,B,0,11.12,34,8000,0
23008,0.08,60000,PERSONAL,E,0,16.45,27,5000,0
23009,0.14,58000,VENTURE,B,0,11.36,27,8000,0
23010,0.08,60000,PERSONAL,A,0,7.88,27,5000,0
23011,0.3,54000,EDUCATION,F,1,18.67,33,16000,1
23012,0.13,60000,DEBTCONSOLIDATION,B,0,12.42,29,8000,0
23013,0.06,60000,PERSONAL,B,0,10.25,28,3500,0
23014,0.08,60000,EDUCATION,C,1,12.73,27,5000,0
23015,0.12,60000,PERSONAL,C,1,13.11,30,7400,0
23016,0.13,60000,HOMEIMPROVEMENT,A,0,7.66,30,8000,0
23017,0.13,60000,HOMEIMPROVEMENT,A,0,5.79,35,8000,0
23018,0.42,60000,DEBTCONSOLIDATION,C,0,12.73,35,25000,0
23019,0.12,60000,VENTURE,A,0,7.14,33,7000,0
23020,0.13,60000,VENTURE,B,0,11.14,29,8000,0
23021,0.08,60000,PERSONAL,D,0,15.7,35,5000,0
23022,0.13,60000,PERSONAL,B,0,12.53,33,8000,0
23023,0.1,60000,MEDICAL,B,0,10.99,28,6000,0
23024,0.1,60000,DEBTCONSOLIDATION,A,0,7.14,32,6000,0
23025,0.12,45000,PERSONAL,C,1,13.06,35,5200,0
23026,0.1,50500,PERSONAL,C,1,12.53,28,5200,0
23027,0.17,60000,PERSONAL,B,0,9.88,34,10000,0
23028,0.46,54000,PERSONAL,G,1,20.16,29,25000,1
23029,0.28,60000,VENTURE,D,1,16.07,33,17000,0
23030,0.17,60000,PERSONAL,B,0,11.36,34,10000,0
23031,0.07,75000,HOMEIMPROVEMENT,B,0,10.75,29,5200,0
23032,0.21,25000,HOMEIMPROVEMENT,F,1,18.43,28,5175,1
23033,0.02,60000,VENTURE,A,0,6.76,29,1000,0
